page_id,bank,bank_category,product_family,page_role,url,language,captured_at,collection_method,robots_allowed,snapshot_html_path,screenshot_path,data_source,extraction_model,capture_quality,http_status,shadow_hosts_flattened,capture_quality_note,word_count,sentence_count,avg_sentence_length,readability_score,readability_formula,readability_band,word_count_band,sentence_count_band,avg_sentence_length_band,second_person_ratio_band,first_person_plural_band,disclaimer_word_share_band,text_to_image_ratio_band,second_person_ratio,first_person_plural_count,question_count,urgency_marker_count,numeric_claim_count,formality_score,clarity_score,primary_product,rate_shown,rate_value_pct,rate_prominence,benefit_framing,fab_level,value_prop_clarity,disclaimer_present,disclaimer_word_share,image_count,hero_image_present,hero_image_area_ratio,total_image_area_ratio,animated_asset_count,has_animation,dominant_image_type,people_present,imagery_register,dominant_colour_hex,palette_hex,brand_colour_share,accent_colour_count,accent_locations,background_luminance,cta_contrast_ratio,page_height_px,section_count,cta_count,cta_above_fold,text_image_layout,text_to_image_ratio,above_fold_element_count,has_comparison_table,layout_archetype,mobile_first_design_signal,aida_attention,aida_interest,aida_desire,aida_action,aida_coverage_score,persuasion_levers,persuasion_lever_count,audience_segment,is_bundled_offer,cross_sell_delivery_model,target_personas,cross_sold_products,subscription_style_framing,rate_framing,primary_cta_type,switching_framing,regulatory_disclosure_prominence,hidden_conditions_behind_free_claim,esg_claim_specificity,green_product_specific_benefit,mentions_loyalty_or_referral,images_have_alt_text,meta_title,institutional_trust_signal_present,youth_student_targeting,secondary_bank_positioning,expat_cross_border_targeting,branch_network_cited_as_benefit,fast_digital_onboarding_claim,first_time_investor_targeting,senior_preretirement_targeting
beobank_pension_fr_05,beobank,traditional,pension,campaign_landing,https://www.beobank.be/fr/epargner/epargne-pension.html,fr,2026-09-21 09:27:00.187397+00:00,headless_render,True,data/raw/beobank/pension_fr_04.html,data/raw/beobank/pension_fr_04.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,2489,97,25.66,24.1,kandel_moles_fr,very_hard,long,long,long_sentences,mostly_direct,frequent,minimal,text_heavy,0.538,72,10,1,10,4,,Épargne-pension,False,,,mixed,benefit,,True,0.014,11,True,0.173,0.082,0,False,photo,True,lifestyle,#ffffff,#ffffff|#ecebee|#91898a|#fdfdfd|#fffeff,0.005,4,<NA>,0.804,8.32,4097,12,13,False,,226.27,43,False,,,,,,,,<NA>,,retail,False,not_applicable,retiree|mass_market,,False,not_shown,book_advisor_or_branch,not_applicable,present_not_prominent,False,no_claim,False,False,False,L'épargne-pension | Beobank,False,False,False,False,False,False,False,True
beobank_savings_account_fr_06,beobank,traditional,savings_account,campaign_landing,https://www.beobank.be/fr/epargner.html,fr,2026-09-21 09:27:36.020807+00:00,headless_render,True,data/raw/beobank/savings_account_fr_05.html,data/raw/beobank/savings_account_fr_05.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,3364,134,25.1,34.0,kandel_moles_fr,hard,long,long,long_sentences,mostly_direct,frequent,minimal,text_heavy,0.5,74,6,1,25,5,,Comptes d’épargne réglementés,True,15.0,,rational,feature,,True,0.01,14,True,0.173,0.289,0,False,photo,True,lifestyle,#ffffff,#ffffff|#f2f2f3|#a39fa5|#fefefe|#fffeff,0.007,4,<NA>,0.865,8.32,5325,7,12,False,,240.29,39,True,,,,,,,,<NA>,,retail,False,not_applicable,mass_market,,False,not_shown,self_service_online,not_applicable,present_not_prominent,False,no_claim,False,True,False,Comptes d’épargne réglementés | Beobank,False,False,False,False,False,False,False,False
beobank_term_account_fr_07,beobank,traditional,term_account,campaign_landing,https://www.beobank.be/fr/epargner/epargne-long-terme.html,fr,2026-09-21 09:28:10.774847+00:00,headless_render,True,data/raw/beobank/term_account_fr_06.html,data/raw/beobank/term_account_fr_06.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,2065,76,27.17,19.5,kandel_moles_fr,very_hard,long,long,long_sentences,sometimes_direct,frequent,minimal,text_heavy,0.419,72,10,0,0,4,,Épargner ou investir via une assurance-vie,False,,,rational,feature,,True,0.017,12,True,0.173,0.115,0,False,photo,True,lifestyle,#ffffff,#ffffff|#908c90|#674578|#f0eff1|#fdffff,0.15,4,<NA>,0.59,8.32,2692,7,16,False,,172.08,42,False,,,,,,,,<NA>,,retail,False,not_applicable,investor|mass_market,investment,False,not_shown,self_service_online,not_applicable,present_not_prominent,False,no_claim,False,False,False,Épargner ou investir via une assurance-vie  | Beobank,False,False,False,False,False,False,True,False
bnp_paribas_fortis_investment_fr_04,bnp_paribas_fortis,traditional,investment,campaign_landing,https://www.bnpparibasfortis.be/fr/public/private-banking/investir,fr,2026-09-21 09:28:31.686518+00:00,headful_render,True,data/raw/bnp_paribas_fortis/investment_fr_03.html,data/raw/bnp_paribas_fortis/investment_fr_03.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,1456,49,29.71,27.5,kandel_moles_fr,very_hard,long,long,long_sentences,mostly_direct,frequent,minimal,text_heavy,0.559,63,10,0,0,4,,Gestion de vos investissements (Banque Privée),False,,,mixed,benefit,,True,0.033,8,True,0.072,0.105,0,False,photo,True,lifestyle,#f2f3f6,#f2f3f6|#ffffff|#7b9393|#616768|#d3d5d5,0.008,4,<NA>,0.656,12.63,2259,11,6,False,,182.0,38,False,,,,,,,,<NA>,,retail,False,not_applicable,investor,,False,not_shown,book_advisor_or_branch,not_applicable,absent,False,no_claim,False,False,False,Banque Privée | BNP Paribas Fortis,False,False,False,False,False,False,False,False
cbc_investment_fr_03,cbc,traditional,investment,campaign_landing,https://www.cbc.be/particuliers/fr/placements.html?zone=topnav,fr,2026-09-21 09:28:45.696457+00:00,headless_render,True,data/raw/cbc/investment_fr_02.html,data/raw/cbc/investment_fr_02.png,real,deepseek/deepseek-flash,ok,200,1,looks like a campaign page,2265,91,24.89,24.8,kandel_moles_fr,very_hard,long,long,long_sentences,mostly_direct,frequent,minimal,balanced,0.825,22,35,0,8,4,,Placements d'argent / Investir,False,,,mixed,benefit,,False,0.0,27,True,0.002,0.0,1,True,photo,True,lifestyle,#eef2f5,#eef2f5|#6e808e|#cbd2d7|#ffffff|#fafafa,0.001,4,<NA>,0.699,12.24,4754,2,10,False,,83.89,42,False,,,,,,,,<NA>,,mixed,False,internal_advisor_led,investor|entrepreneur_self_employed,savings_account|pension,False,not_shown,book_advisor_or_branch,not_applicable,present_not_prominent,False,vague_adjective_only,False,False,False,Placements d'argent - CBC Banque et Assurance,False,False,False,False,False,False,True,False
cbc_pension_fr_04,cbc,traditional,pension,campaign_landing,https://www.cbc.be/particuliers/fr/epargne-pension.html?zone=topnav,fr,2026-09-21 09:29:04.912182+00:00,headless_render,True,data/raw/cbc/pension_fr_03.html,data/raw/cbc/pension_fr_03.png,real,deepseek/deepseek-flash,ok,200,1,looks like a campaign page,2429,106,22.92,28.6,kandel_moles_fr,very_hard,long,long,long_sentences,mostly_direct,frequent,heavy,text_heavy,0.85,21,28,0,24,4,,L'épargne-pension (épargne-pension CBC / assurance épargne-pension / fonds d'épargne-pension),False,,,rational,advantage,,True,0.782,10,True,0.174,0.045,1,True,photo,True,mixed,#ffffff,#ffffff|#6d889d|#f7fafb|#e5ebef|#fffdfd,0.0,4,<NA>,0.8,12.24,4143,1,14,False,,242.9,39,False,,,,,,,,<NA>,,retail,False,not_applicable,retiree|mass_market,savings_account|investment,False,not_shown,self_service_online,not_applicable,present_not_prominent,False,no_claim,False,False,False,L'épargne-pension - CBC Banque et Assurance,False,False,False,False,False,False,False,True
cbc_savings_account_fr_05,cbc,traditional,savings_account,campaign_landing,https://www.cbc.be/particuliers/fr/epargner.html?zone=topnav,fr,2026-09-21 09:29:39.847026+00:00,headless_render,True,data/raw/cbc/savings_account_fr_04.html,data/raw/cbc/savings_account_fr_04.png,real,deepseek/deepseek-flash,ok,200,1,looks like a campaign page,1924,59,32.61,15.0,kandel_moles_fr,very_hard,long,long,long_sentences,mostly_direct,frequent,minimal,balanced,0.806,19,21,0,4,5,,Compte d'épargne CBC,False,,,mixed,feature,,False,0.0,21,True,0.002,0.002,1,True,photo,True,mixed,#55738e,#55738e|#ffffff|#edf2f7|#b8bfc3|#fefefe,0.002,4,<NA>,0.667,12.24,2723,2,7,False,,91.62,41,False,,,,,,,,<NA>,,mixed,False,internal_advisor_led,family|entrepreneur_self_employed|investor|retiree|mass_market,investment|pension|other,False,not_shown,self_service_online,not_applicable,absent,False,vague_adjective_only,False,False,False,Epargner - CBC Banque et Assurance,False,True,False,False,False,False,True,True
crelan_mortgage_fr_03,crelan,traditional,mortgage,campaign_landing,https://www.crelan.be/fr/particuliers/emprunter/habitation/produit/pret-hypothecaire,fr,2026-09-21 09:30:15.334602+00:00,headless_render,True,data/raw/crelan/mortgage_fr_02.html,data/raw/crelan/mortgage_fr_02.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,3391,152,22.31,38.2,kandel_moles_fr,hard,long,long,long_sentences,mostly_direct,frequent,minimal,balanced,0.872,22,62,0,6,3,,Prêt hypothécaire,True,2.0,,rational,feature,,False,0.0,73,True,0.004,0.009,1,True,photo,True,lifestyle,#ffffff,#ffffff|#f0f1f1|#91958d|#fdfdfd|#fffeff,0.003,4,<NA>,0.843,11.03,4156,166,43,False,,46.45,43,False,,,,,,,,<NA>,,retail,False,not_applicable,mass_market,,False,not_shown,self_service_online,not_applicable,absent,False,no_claim,False,False,True,Prêt hypothécaire | Simulez en ligne | Crelan,False,False,False,False,False,False,False,False
crelan_pension_fr_04,crelan,traditional,pension,campaign_landing,https://www.crelan.be/fr/particuliers/pension-et-succession,fr,2026-09-21 09:30:50.343699+00:00,headless_render,True,data/raw/crelan/pension_fr_03.html,data/raw/crelan/pension_fr_03.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,2020,77,26.23,32.7,kandel_moles_fr,hard,long,long,long_sentences,mostly_direct,frequent,minimal,image_heavy,0.819,13,46,0,2,3,,Pension et succession,False,,,mixed,benefit,,False,0.0,75,True,0.132,0.253,1,True,photo,True,lifestyle,#95a193,#95a193|#f4f4f4|#fefefe|#5f5b56|#e9ebea,0.012,4,<NA>,0.625,11.03,1901,149,41,False,,26.93,47,False,,,,,,,,<NA>,,retail,True,internal_advisor_led,retiree|family,investment|other,False,not_shown,book_advisor_or_branch,not_applicable,present_not_prominent,False,no_claim,False,False,True,Pension et succession | Crelan,False,False,False,False,False,False,False,True
crelan_term_account_fr_05,crelan,traditional,term_account,campaign_landing,https://www.crelan.be/fr/particuliers/epargner-et-investir/epargner/produit/comptes-terme,fr,2026-09-21 09:31:25.164624+00:00,headless_render,True,data/raw/crelan/term_account_fr_04.html,data/raw/crelan/term_account_fr_04.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,2763,114,24.24,40.2,kandel_moles_fr,hard,long,long,long_sentences,mostly_direct,frequent,minimal,image_heavy,0.847,15,50,0,26,3,,Comptes à terme,True,3.0,,rational,feature,,False,0.0,73,True,0.004,0.006,1,True,photo,True,lifestyle,#ffffff,#ffffff|#f2f2f2|#9da29b|#fafafa|#fffcfa,0.002,4,<NA>,0.868,11.03,4924,159,42,False,,37.85,43,True,,,,,,,,<NA>,,retail,False,not_applicable,mass_market,,False,not_shown,self_service_online,not_applicable,present_not_prominent,False,no_claim,False,False,True,Comptes à terme | Crelan,False,False,False,False,False,False,False,False
hellobank_investment_fr_03,hellobank,traditional,investment,campaign_landing,https://www.hellobank.be/fr/notre-offre/epargner-et-placer/commencer-a-investir,fr,2026-09-21 09:31:58.666296+00:00,headless_render,True,data/raw/hellobank/investment_fr_02.html,data/raw/hellobank/investment_fr_02.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,1321,58,22.78,42.0,kandel_moles_fr,hard,long,long,long_sentences,mostly_direct,frequent,minimal,text_heavy,0.56,44,8,1,3,4,,Flexinvest,False,,,mixed,benefit,,True,0.027,2,True,0.036,0.02,0,False,photo,True,lifestyle,#ffffff,#ffffff|#3f696e|#aeb9bb|#f8fafa|#fffcfd,0.0,4,<NA>,0.7,3.04,1688,2,2,False,,660.5,21,False,,,,,,,,<NA>,,retail,False,not_applicable,investor|mass_market,,False,not_shown,self_service_online,not_applicable,absent,False,vague_adjective_only,False,False,False,Commencer à investir | Hello bank!,False,False,False,False,False,False,True,False
hellobank_savings_account_fr_04,hellobank,traditional,savings_account,campaign_landing,https://www.hellobank.be/fr/notre-offre/epargner-et-placer/compte-epargne,fr,2026-09-21 09:32:16.643347+00:00,headless_render,True,data/raw/hellobank/savings_account_fr_03.html,data/raw/hellobank/savings_account_fr_03.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,2515,129,19.5,53.0,kandel_moles_fr,medium,long,long,medium_sentences,mostly_direct,frequent,minimal,text_heavy,0.69,45,16,0,14,4,,Le Compte d'épargne (Cat. A),True,0.3,,rational,feature,,True,0.014,2,True,0.036,0.01,0,False,illustration,False,product,#f3f7f9,#f3f7f9|#ffffff|#e8ebec|#7b807d|#fdfdfd,0.0,4,<NA>,0.799,3.04,5361,3,2,False,,1257.5,26,False,,,,,,,,<NA>,,retail,False,not_applicable,mass_market,,False,base_rate,self_service_online,not_applicable,present_not_prominent,True,no_claim,False,True,True,Le Compte d'épargne | Hello bank!,True,False,False,False,False,True,False,False
ing_investment_fr_04,ing,traditional,investment,campaign_landing,https://www.ing.be/fr/particuliers/investir,fr,2026-09-21 09:32:31.591134+00:00,headless_render,True,data/raw/ing/investment_fr_03.html,data/raw/ing/investment_fr_03.png,real,deepseek/deepseek-flash,ok,200,213,looks like a campaign page,1798,113,15.91,41.4,kandel_moles_fr,hard,long,long,medium_sentences,mostly_direct,frequent,minimal,image_heavy,0.752,26,27,0,11,3,,Investir selon votre profil de risque,False,,,mixed,benefit,,True,0.036,45,True,0.103,0.077,0,False,photo,True,mixed,#ffffff,#ffffff|#f0efef|#cec9c8|#fdfdfd|#fffdfc,0.001,4,<NA>,0.892,7.01,5551,1,2,False,,39.96,33,False,,,,,,,,<NA>,,retail,False,not_applicable,investor|mass_market,pension,False,not_shown,self_service_online,not_applicable,present_not_prominent,False,no_claim,False,False,False,Investir selon votre profil de risque - ING Belgique,False,False,False,False,False,False,True,True
ing_mortgage_fr_05,ing,traditional,mortgage,campaign_landing,https://www.ing.be/fr/particuliers/emprunter/pret-hypothecaire,fr,2026-09-21 09:32:53.097268+00:00,headless_render,True,data/raw/ing/mortgage_fr_04.html,data/raw/ing/mortgage_fr_04.png,real,deepseek/deepseek-flash,ok,200,338,looks like a campaign page,4634,258,17.96,47.3,kandel_moles_fr,hard,long,long,medium_sentences,mostly_direct,frequent,heavy,text_heavy,0.908,26,56,0,24,3,,Prêt hypothécaire,True,0.0,,mixed,feature,,True,0.174,25,True,0.533,0.161,1,True,photo,True,lifestyle,#ffffff,#ffffff|#f3f2f1|#c9c0be|#fdfdfd|#fffdfb,0.0,4,<NA>,0.902,7.01,10956,,4,False,,185.36,26,False,,,,,,,,<NA>,,retail,False,not_applicable,mass_market,,False,not_shown,book_advisor_or_branch,not_applicable,present_not_prominent,False,no_claim,True,False,False,"Prêt hypothécaire - Acheter, construire ou rénover un habitation - ING Belgique",False,False,False,False,False,False,False,False
ing_pension_fr_06,ing,traditional,pension,campaign_landing,https://www.ing.be/fr/particuliers/pension,fr,2026-09-21 09:33:05.003092+00:00,headless_render,True,data/raw/ing/pension_fr_05.html,data/raw/ing/pension_fr_05.png,real,deepseek/deepseek-flash,ok,200,121,looks like a campaign page,1193,60,19.88,45.1,kandel_moles_fr,hard,long,long,medium_sentences,mostly_direct,occasional,moderate,balanced,0.892,7,14,0,23,4,,Épargne-pension (plan d'épargne-pension),True,33.0,,rational,advantage,,True,0.059,13,True,0.052,0.058,0,False,photo,True,lifestyle,#ffffff,#ffffff|#e8e6e6|#fffffe|#b2a197|#feffff,0.002,4,<NA>,0.898,7.01,3762,1,4,False,,91.77,27,False,,,,,,,,<NA>,,retail,True,internal_advisor_led,retiree|mass_market,savings_account|investment,False,not_shown,self_service_online,not_applicable,present_not_prominent,False,no_claim,False,False,False,Épargne-pension : Préparez votre retraite avec ING - ING Belgique,True,False,False,False,False,False,True,True
kbc_investment_fr_03,kbc,traditional,investment,campaign_landing,https://www.kbc.be/particuliers/fr/placements.html?zone=topnav,fr,2026-09-21 09:33:20.251992+00:00,headless_render,True,data/raw/kbc/investment_fr_02.html,data/raw/kbc/investment_fr_02.png,real,deepseek/deepseek-flash,ok,200,1,looks like a campaign page,1928,59,32.68,12.1,kandel_moles_fr,very_hard,long,long,long_sentences,mostly_direct,frequent,minimal,text_heavy,0.824,21,13,0,5,3,,Investir chez KBC (Placements),False,,,mixed,benefit,,False,0.0,17,True,0.003,0.001,1,True,photo,True,lifestyle,#587998,#587998|#fefefe|#eff2f7|#d7dfed|#8ca8b9,0.005,4,<NA>,0.666,,2611,2,3,False,,113.41,41,False,,,,,,,,<NA>,,mixed,False,not_applicable,investor|entrepreneur_self_employed|family,savings_account|pension,False,not_shown,other,not_applicable,present_not_prominent,False,vague_adjective_only,False,False,False,Investir chez KBC - KBC Banque & Assurance,False,False,False,False,False,False,True,False
kbc_mortgage_fr_04,kbc,traditional,mortgage,campaign_landing,https://www.kbc.be/particuliers/fr/emprunter/logement/pret-hypothecaire.html?zone=topnav,fr,2026-09-21 09:33:41.356733+00:00,headless_render,True,data/raw/kbc/mortgage_fr_03.html,data/raw/kbc/mortgage_fr_03.png,real,deepseek/deepseek-flash,ok,200,1,looks like a campaign page,3418,148,23.09,32.8,kandel_moles_fr,hard,long,long,long_sentences,mostly_direct,frequent,minimal,text_heavy,0.867,34,35,0,7,3,,Prêt hypothécaire,True,100.0,,rational,feature,,False,0.0,10,True,0.174,0.054,1,True,photo,True,lifestyle,#ffffff,#ffffff|#f0f4f6|#7090a7|#feffff|#fffffe,0.002,4,<NA>,0.832,,3711,1,9,False,,341.8,41,False,,,,,,,,<NA>,,retail,False,not_applicable,family|mass_market,,False,not_shown,self_service_online,not_applicable,present_not_prominent,False,no_claim,False,False,False,Prêt hypothécaire: simulation en ligne - KBC Banque & Assurance,False,False,False,False,False,False,False,False
kbc_pension_fr_05,kbc,traditional,pension,campaign_landing,https://www.kbc.be/particuliers/fr/epargne-pension/moment-cle.html,fr,2026-09-21 09:33:57.403111+00:00,headless_render,True,data/raw/kbc/pension_fr_04.html,data/raw/kbc/pension_fr_04.png,real,deepseek/deepseek-flash,ok,200,1,looks like a campaign page,2284,94,24.3,26.3,kandel_moles_fr,very_hard,long,long,long_sentences,mostly_direct,frequent,minimal,text_heavy,0.851,22,21,0,4,4,,Épargne-pension (plan d'avenir),False,,,mixed,benefit,,False,0.0,20,True,0.587,0.309,1,True,photo,True,lifestyle,#f5f9fb,#f5f9fb|#ffffff|#677e96|#d7e5ea|#fdfdfe,0.001,4,<NA>,0.791,,5229,,2,False,,114.2,41,False,,,,,,,,<NA>,,retail,False,not_applicable,retiree|mass_market,,False,not_shown,other,not_applicable,present_not_prominent,False,no_claim,False,False,False,Élaborez votre plan d’avenir - KBC Banque & Assurance,False,False,False,False,False,False,False,True
kbc_savings_account_fr_06,kbc,traditional,savings_account,campaign_landing,https://www.kbc.be/particuliers/fr/epargner.html?zone=topnav,fr,2026-09-21 09:34:33.031751+00:00,headless_render,True,data/raw/kbc/savings_account_fr_05.html,data/raw/kbc/savings_account_fr_05.png,real,deepseek/deepseek-flash,ok,200,1,looks like a campaign page,1926,57,33.79,12.1,kandel_moles_fr,very_hard,long,long,long_sentences,mostly_direct,frequent,minimal,balanced,0.827,19,12,0,4,4,,Compte d’épargne gratuit,False,,,rational,feature,,False,0.0,20,True,0.003,0.001,1,True,photo,True,mixed,#8599a4,#8599a4|#425f78|#ffffff|#fcfcfc|#e2e6e8,0.005,4,<NA>,0.576,2.53,2582,2,4,False,,96.3,41,False,,,,,,,,<NA>,,mixed,False,internal_advisor_led,student|family|entrepreneur_self_employed|investor|mass_market,current_account_pack|mortgage|investment|pension|other,False,not_shown,self_service_online,not_applicable,absent,False,no_claim,False,False,False,Epargner - KBC Banque & Assurance,False,True,False,False,False,False,True,True
keytrade_investment_fr_03,keytrade,challenger,investment,campaign_landing,https://www.keytradebank.be/fr/investir,fr,2026-09-21 09:35:10.340397+00:00,headful_render,True,data/raw/keytrade/investment_fr_02.html,data/raw/keytrade/investment_fr_02.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,955,48,19.9,43.2,kandel_moles_fr,hard,long,long,medium_sentences,mostly_direct,frequent,minimal,balanced,0.562,35,8,0,3,3,,"Investir (offres d'investissement : KEY plan, KEY private, Trading)",False,,,mixed,benefit,,False,0.0,12,True,0.301,0.213,1,True,illustration,False,mixed,#34444e,#34444e|#dfecf0|#222d34|#7d8f89|#224655,0.008,4,<NA>,0.337,1.0,4506,8,6,False,,79.58,24,False,,,,,,,,<NA>,,retail,False,not_applicable,investor|mass_market,,False,not_shown,self_service_online,acquisition_encouragement,absent,False,no_claim,False,False,False,Investir | Découvrez nos offres d'investissement  | Keytrade Bank,False,False,False,False,False,False,True,False
keytrade_savings_account_fr_04,keytrade,challenger,savings_account,campaign_landing,https://www.keytradebank.be/fr/banque/epargne,fr,2026-09-21 09:35:46.426339+00:00,headful_render,True,data/raw/keytrade/savings_account_fr_03.html,data/raw/keytrade/savings_account_fr_03.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,1824,69,26.43,39.7,kandel_moles_fr,hard,long,long,long_sentences,mostly_direct,frequent,minimal,text_heavy,0.633,29,4,1,12,5,,Comptes d'épargne réglementés (Compte Épargne High Fidelity / Compte Épargne Azur),False,,,rational,feature,,False,0.0,2,True,0.0,0.0,1,True,icon_only,False,product,#e5ecef,#e5ecef|#d6dee2|#ffffff|#657178|#f8f9f9,0.0,4,<NA>,0.708,1.0,6100,8,6,False,,912.0,24,True,,,,,,,,<NA>,,retail,False,not_applicable,mass_market,,False,base_rate,self_service_online,not_applicable,present_not_prominent,False,no_claim,False,True,True,Comptes d'épargne réglementés | Keytrade Bank,False,False,False,False,False,False,False,False
n26_investment_fr_03,n26,challenger,investment,campaign_landing,https://n26.com/fr-fr/investir-etf,fr,2026-09-21 09:36:01.398108+00:00,headless_render,True,data/raw/n26/investment_fr_02.html,data/raw/n26/investment_fr_02.png,real,deepseek/deepseek-flash,ok,200,1,looks like a campaign page,4026,185,21.76,41.5,kandel_moles_fr,hard,long,long,long_sentences,mostly_direct,frequent,minimal,balanced,0.873,15,24,1,13,3,,Investissements – Actions et ETF (investir dans les ETF),False,,,mixed,advantage,,False,0.0,80,True,0.4,0.23,0,False,photo,True,mixed,#e2e3e2,#e2e3e2|#eceeed|#ffffff|#9da29c|#f8f7f6,0.003,4,<NA>,0.799,12.47,13323,17,16,False,,50.33,22,False,,,,,,,,<NA>,,retail,False,not_applicable,investor|mass_market,,False,not_shown,self_service_online,not_applicable,present_not_prominent,False,no_claim,False,True,False,Investir dans les ETF : Guide complet,False,False,False,False,False,False,True,False
n26_savings_account_fr_04,n26,challenger,savings_account,campaign_landing,https://n26.com/fr-fr/plan-d-epargne,fr,2026-09-21 09:36:28.891637+00:00,headless_render,True,data/raw/n26/savings_account_fr_03.html,data/raw/n26/savings_account_fr_03.png,real,deepseek/deepseek-flash,ok,200,1,looks like a campaign page,3057,110,27.79,33.8,kandel_moles_fr,hard,long,long,long_sentences,mostly_direct,frequent,minimal,balanced,0.873,14,19,0,12,4,,Plan d'épargne N26,False,,,mixed,advantage,,False,0.0,61,True,0.4,0.349,0,False,render_3d,False,product,#e4e0df,#e4e0df|#e0edeb|#f5f1ea|#fefefe|#8d9692,0.002,4,<NA>,0.778,12.47,9785,14,18,False,,50.11,22,False,,,,,,,,<NA>,,retail,False,partner_addon_digital,investor|mass_market,investment,False,not_shown,self_service_online,not_applicable,present_not_prominent,False,no_claim,False,True,False,Sécuriser son avenir financier avec le plan d’épargne,False,False,False,False,False,False,True,False
vdk_pension_fr_03,vdk,traditional,pension,campaign_landing,https://www.vdk.be/fr/particuliers/epargner-et-investir/epargne-pension,fr,2026-09-21 09:36:56.078294+00:00,headless_render,True,data/raw/vdk/pension_fr_02.html,data/raw/vdk/pension_fr_02.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,3549,185,19.18,38.8,kandel_moles_fr,hard,long,long,medium_sentences,mostly_direct,frequent,minimal,text_heavy,0.772,41,20,0,0,5,,Épargne-pension,False,,,rational,benefit,,True,0.008,7,True,0.384,0.262,1,True,photo,True,lifestyle,#ffffff,#ffffff|#574e4a|#39312d|#d5d2d0|#fdffff,0.0,4,<NA>,0.825,10.25,3576,3,17,True,,507.0,34,False,,,,,,,,<NA>,,retail,False,not_applicable,mass_market,,False,not_shown,book_advisor_or_branch,not_applicable,present_not_prominent,False,no_claim,False,False,False,Épargne-pension | vdk banque,False,False,False,False,False,False,False,True
vdk_savings_account_fr_04,vdk,traditional,savings_account,campaign_landing,https://www.vdk.be/fr/compte-depargne-rythme,fr,2026-09-21 09:37:31.458912+00:00,headless_render,True,data/raw/vdk/savings_account_fr_03.html,data/raw/vdk/savings_account_fr_03.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,4468,232,19.26,42.8,kandel_moles_fr,hard,long,long,medium_sentences,mostly_direct,frequent,minimal,text_heavy,0.771,50,24,0,12,5,,Compte d'épargne Rythme,True,15.0,,rational,feature,,True,0.006,7,True,0.308,0.121,1,True,photo,True,lifestyle,#ffffff,#ffffff|#38312d|#e3dfdd|#6a5e5a|#fdffff,0.0,4,<NA>,0.893,10.25,5770,5,17,True,,638.29,36,False,,,,,,,,<NA>,,retail,False,not_applicable,mass_market,,False,base_rate,self_service_online,not_applicable,present_not_prominent,False,no_claim,False,True,False,Compte d'épargne Rythme | vdk banque,False,False,False,False,False,False,False,False
vdk_term_account_fr_05,vdk,traditional,term_account,campaign_landing,https://www.vdk.be/fr/particuliers/epargner-et-investir/compte-terme,fr,2026-09-21 09:37:58.712588+00:00,headless_render,True,data/raw/vdk/term_account_fr_04.html,data/raw/vdk/term_account_fr_04.png,real,deepseek/deepseek-flash,ok,200,0,looks like a campaign page,4308,224,19.23,45.0,kandel_moles_fr,hard,long,long,medium_sentences,mostly_direct,frequent,minimal,text_heavy,0.769,50,23,0,28,5,,Compte à terme,True,3.0,,rational,feature,,True,0.006,6,True,0.206,0.108,1,True,photo,True,lifestyle,#ffffff,#ffffff|#413e3b|#e1e0df|#feffff|#6b5e58,0.0,4,<NA>,0.888,10.25,5540,5,17,True,,718.0,35,True,,,,,,,,<NA>,,retail,False,not_applicable,mass_market,,False,not_shown,book_advisor_or_branch,not_applicable,present_not_prominent,False,no_claim,False,False,False,Compte à terme | vdk banque,False,False,False,False,False,False,False,False
